trade_date,fruit_category,crop_name_zh,crop_code,market_code,market_name,high_price_twd_per_kg,mid_price_twd_per_kg,low_price_twd_per_kg,avg_price_twd_per_kg,volume_kg,price_unit,volume_unit
2018-12-23,grape,葡萄-進口,S9,104,台北二,116.0,48.4,41.7,60.6,1066.0,TWD/kg,kg
2018-12-25,grape,葡萄-巨峰,S1,104,台北二,87.6,51.5,33.2,55.0,3554.0,TWD/kg,kg
2018-12-25,grape,葡萄-無子進口,S49,104,台北二,58.3,58.3,58.3,58.3,600.0,TWD/kg,kg
2018-12-25,grape,葡萄-進口,S9,104,台北二,56.3,47.0,41.7,47.8,2349.0,TWD/kg,kg
2018-12-26,grape,葡萄-巨峰,S1,104,台北二,81.9,50.5,31.9,53.1,3596.0,TWD/kg,kg
2018-12-26,grape,葡萄-無子進口,S49,104,台北二,75.0,69.1,66.7,69.8,960.0,TWD/kg,kg
2018-12-26,grape,葡萄-進口,S9,104,台北二,666.7,378.4,90.0,378.4,20.0,TWD/kg,kg
2018-12-27,grape,葡萄-巨峰,S1,104,台北二,70.6,45.6,30.1,47.5,3909.0,TWD/kg,kg
2018-12-27,grape,葡萄-無子進口,S49,104,台北二,62.5,62.5,62.5,62.5,320.0,TWD/kg,kg
2018-12-27,grape,葡萄-進口,S9,104,台北二,840.0,553.6,85.0,517.1,70.0,TWD/kg,kg
2018-12-28,grape,葡萄-巨峰,S1,104,台北二,72.8,44.0,25.6,46.1,3894.0,TWD/kg,kg
2018-12-28,grape,葡萄-無子進口,S49,104,台北二,66.7,66.7,66.7,66.7,1200.0,TWD/kg,kg
2018-12-28,grape,葡萄-進口,S9,104,台北二,756.2,237.8,16.7,297.3,109.0,TWD/kg,kg
2018-12-29,grape,葡萄-巨峰,S1,104,台北二,85.8,46.5,31.6,51.4,3306.0,TWD/kg,kg
2018-12-29,grape,葡萄-進口,S9,104,台北二,228.8,15.0,14.8,57.7,342.0,TWD/kg,kg
2018-12-30,grape,葡萄-巨峰,S1,104,台北二,86.7,48.7,33.3,53.3,3323.0,TWD/kg,kg
2018-12-30,grape,葡萄-進口,S9,104,台北二,840.0,465.0,90.0,465.0,20.0,TWD/kg,kg
2019-01-01,grape,葡萄-巨峰,S1,104,台北二,88.4,49.8,34.4,54.4,3257.0,TWD/kg,kg
2019-01-01,grape,葡萄-無子進口,S49,104,台北二,66.7,66.7,66.7,66.7,400.0,TWD/kg,kg
2019-01-01,grape,葡萄-進口,S9,104,台北二,560.0,560.0,560.0,560.0,15.0,TWD/kg,kg
2019-01-02,grape,葡萄-巨峰,S1,104,台北二,73.0,48.6,32.8,50.3,4155.0,TWD/kg,kg
2019-01-02,grape,葡萄-無子進口,S49,104,台北二,66.7,66.7,66.7,66.7,232.0,TWD/kg,kg
2019-01-02,grape,葡萄-進口,S9,104,台北二,560.0,560.0,560.0,560.0,15.0,TWD/kg,kg
2019-01-03,grape,葡萄-巨峰,S1,104,台北二,81.7,47.4,30.4,50.8,3785.0,TWD/kg,kg
2019-01-03,grape,葡萄-進口,S9,104,台北二,258.0,72.8,66.7,108.6,388.0,TWD/kg,kg
2019-01-04,grape,葡萄-巨峰,S1,104,台北二,86.0,50.1,32.6,53.8,3964.0,TWD/kg,kg
2019-01-04,grape,葡萄-無子進口,S49,104,台北二,33.3,33.3,33.3,33.3,240.0,TWD/kg,kg
2019-01-04,grape,葡萄-進口,S9,104,台北二,198.7,126.8,125.0,140.8,205.0,TWD/kg,kg
2019-01-05,grape,葡萄-巨峰,S1,104,台北二,92.7,50.8,33.2,55.7,5602.0,TWD/kg,kg
2019-01-05,grape,葡萄-進口,S9,104,台北二,331.5,125.0,102.2,161.7,230.0,TWD/kg,kg
2019-01-06,grape,葡萄-巨峰,S1,104,台北二,88.4,50.3,31.6,54.2,5014.0,TWD/kg,kg
2019-01-06,grape,葡萄-進口,S9,104,台北二,611.0,81.1,74.1,185.7,158.0,TWD/kg,kg
2019-01-08,grape,葡萄-巨峰,S1,104,台北二,83.8,52.7,34.0,55.2,4551.0,TWD/kg,kg
2019-01-09,grape,葡萄-巨峰,S1,104,台北二,86.6,48.7,30.9,52.7,3986.0,TWD/kg,kg
2019-01-09,grape,葡萄-無子進口,S49,104,台北二,58.3,58.3,58.3,58.3,160.0,TWD/kg,kg
2019-01-09,grape,葡萄-進口,S9,104,台北二,51.9,51.9,51.9,51.9,189.0,TWD/kg,kg
2019-01-10,grape,葡萄-巨峰,S1,104,台北二,79.2,46.2,29.1,49.4,3421.0,TWD/kg,kg
2019-01-10,grape,葡萄-無子進口,S49,104,台北二,41.7,41.7,41.7,41.7,600.0,TWD/kg,kg
2019-01-10,grape,葡萄-進口,S9,104,台北二,92.7,45.6,21.9,50.3,1746.0,TWD/kg,kg
2019-01-11,grape,葡萄-巨峰,S1,104,台北二,79.8,51.0,33.5,53.3,3870.0,TWD/kg,kg
2019-01-11,grape,葡萄-無子進口,S49,104,台北二,33.3,33.3,33.3,33.3,1200.0,TWD/kg,kg
2019-01-11,grape,葡萄-進口,S9,104,台北二,58.3,45.8,33.3,45.8,2160.0,TWD/kg,kg
2019-01-12,grape,葡萄-巨峰,S1,104,台北二,86.9,48.7,32.0,53.0,4548.0,TWD/kg,kg
2019-01-12,grape,葡萄-無子進口,S49,104,台北二,50.0,50.0,50.0,50.0,600.0,TWD/kg,kg
2019-01-12,grape,葡萄-進口,S9,104,台北二,60.9,58.3,58.3,58.9,3888.0,TWD/kg,kg
2019-01-13,grape,葡萄-巨峰,S1,104,台北二,78.8,50.1,31.1,52.1,4027.0,TWD/kg,kg
2019-01-13,grape,葡萄-無子進口,S49,104,台北二,58.3,58.3,58.3,58.3,312.0,TWD/kg,kg
2019-01-13,grape,葡萄-進口,S9,104,台北二,58.3,58.3,58.3,58.3,680.0,TWD/kg,kg
2019-01-15,grape,葡萄-巨峰,S1,104,台北二,93.0,52.9,33.9,57.1,5029.0,TWD/kg,kg
2019-01-15,grape,葡萄-無子進口,S49,104,台北二,58.3,58.3,58.3,58.3,600.0,TWD/kg,kg
2019-01-15,grape,葡萄-進口,S9,104,台北二,257.3,58.3,58.3,98.1,710.0,TWD/kg,kg
2019-01-16,grape,葡萄-巨峰,S1,104,台北二,97.1,51.8,30.8,56.7,4305.0,TWD/kg,kg
2019-01-16,grape,葡萄-無子進口,S49,104,台北二,33.3,25.9,20.0,26.2,1940.0,TWD/kg,kg
2019-01-16,grape,葡萄-進口,S9,104,台北二,96.7,58.3,58.3,66.0,1839.0,TWD/kg,kg
2019-01-17,grape,葡萄-巨峰,S1,104,台北二,76.4,46.6,30.7,49.4,3214.0,TWD/kg,kg
2019-01-17,grape,葡萄-無子進口,S49,104,台北二,60.0,60.0,60.0,60.0,330.0,TWD/kg,kg
2019-01-17,grape,葡萄-進口,S9,104,台北二,50.5,50.0,50.0,50.1,688.0,TWD/kg,kg
2019-01-18,grape,葡萄-巨峰,S1,104,台北二,79.3,47.1,30.8,50.3,4454.0,TWD/kg,kg
2019-01-18,grape,葡萄-無子進口,S49,104,台北二,41.7,41.7,41.7,41.7,624.0,TWD/kg,kg
2019-01-18,grape,葡萄-進口,S9,104,台北二,75.0,75.0,75.0,75.0,240.0,TWD/kg,kg
2019-01-19,grape,葡萄-巨峰,S1,104,台北二,85.0,49.6,32.5,53.3,4756.0,TWD/kg,kg
2019-01-19,grape,葡萄-進口,S9,104,台北二,66.7,66.7,66.7,66.7,320.0,TWD/kg,kg
2019-01-20,grape,葡萄-巨峰,S1,104,台北二,80.2,51.3,36.1,54.0,4430.0,TWD/kg,kg
2019-01-20,grape,葡萄-進口,S9,104,台北二,58.3,58.3,58.3,58.3,912.0,TWD/kg,kg
2019-01-22,grape,葡萄-巨峰,S1,104,台北二,81.2,57.1,34.6,57.4,2761.0,TWD/kg,kg
2019-01-22,grape,葡萄-無子進口,S49,104,台北二,66.7,66.7,66.7,66.7,600.0,TWD/kg,kg
2019-01-23,grape,葡萄-巨峰,S1,104,台北二,78.2,52.8,33.8,54.1,2888.0,TWD/kg,kg
2019-01-23,grape,葡萄-無子進口,S49,104,台北二,66.7,66.7,66.7,66.7,624.0,TWD/kg,kg
2019-01-23,grape,葡萄-進口,S9,104,台北二,90.0,90.0,90.0,90.0,10.0,TWD/kg,kg
2019-01-24,grape,葡萄-巨峰,S1,104,台北二,94.1,56.9,41.0,61.1,2720.0,TWD/kg,kg
2019-01-24,grape,葡萄-進口,S9,104,台北二,66.7,66.7,66.7,66.7,160.0,TWD/kg,kg
2019-01-25,grape,葡萄-巨峰,S1,104,台北二,96.3,58.5,40.7,62.5,2960.0,TWD/kg,kg
2019-01-25,grape,葡萄-無子進口,S49,104,台北二,66.7,66.7,66.7,66.7,200.0,TWD/kg,kg
2019-01-26,grape,葡萄-巨峰,S1,104,台北二,97.7,62.9,40.6,65.4,2741.0,TWD/kg,kg
2019-01-26,grape,葡萄-進口,S9,104,台北二,66.7,66.7,59.3,65.2,912.0,TWD/kg,kg
2019-01-27,grape,葡萄-巨峰,S1,104,台北二,103.8,64.8,39.8,67.6,3095.0,TWD/kg,kg
2019-01-27,grape,葡萄-無子進口,S49,104,台北二,58.3,58.3,58.3,58.3,624.0,TWD/kg,kg
2019-01-29,grape,葡萄-巨峰,S1,104,台北二,96.2,67.5,42.4,68.2,2703.0,TWD/kg,kg
2019-01-30,grape,葡萄-巨峰,S1,104,台北二,92.6,65.8,44.7,66.9,3220.0,TWD/kg,kg
2019-01-30,grape,葡萄-無子進口,S49,104,台北二,74.2,58.9,58.3,61.8,3296.0,TWD/kg,kg
2019-01-30,grape,葡萄-進口,S9,104,台北二,66.7,61.3,52.8,60.7,1808.0,TWD/kg,kg
2019-01-31,grape,葡萄-巨峰,S1,104,台北二,92.8,59.7,39.8,62.3,3224.0,TWD/kg,kg
2019-01-31,grape,葡萄-無子進口,S49,104,台北二,58.3,51.8,50.0,52.8,576.0,TWD/kg,kg
2019-01-31,grape,葡萄-進口,S9,104,台北二,58.3,53.9,50.0,54.0,1752.0,TWD/kg,kg
2019-02-01,grape,葡萄-巨峰,S1,104,台北二,86.2,58.9,43.6,61.3,2753.0,TWD/kg,kg
2019-02-01,grape,葡萄-無子進口,S49,104,台北二,58.3,58.3,58.3,58.3,448.0,TWD/kg,kg
2019-02-01,grape,葡萄-進口,S9,104,台北二,58.3,58.3,58.3,58.3,1824.0,TWD/kg,kg
2019-02-02,grape,葡萄-巨峰,S1,104,台北二,113.8,60.2,42.7,67.4,3638.0,TWD/kg,kg
2019-02-02,grape,葡萄-進口,S9,104,台北二,237.3,58.3,58.3,94.1,962.0,TWD/kg,kg
2019-02-03,grape,葡萄-巨峰,S1,104,台北二,76.2,57.1,36.4,56.8,2689.0,TWD/kg,kg
2019-02-03,grape,葡萄-進口,S9,104,台北二,85.0,51.4,50.0,57.8,134.0,TWD/kg,kg
2019-02-04,grape,葡萄-巨峰,S1,104,台北二,60.0,51.5,50.0,52.9,160.0,TWD/kg,kg
2019-02-04,grape,葡萄-進口,S9,104,台北二,82.8,66.7,59.8,68.5,1416.0,TWD/kg,kg
2019-02-10,grape,葡萄-巨峰,S1,104,台北二,107.3,60.7,48.1,67.5,985.0,TWD/kg,kg
2019-02-10,grape,葡萄-進口,S9,104,台北二,60.5,56.9,50.0,56.3,3010.0,TWD/kg,kg
2019-02-11,grape,葡萄-巨峰,S1,104,台北二,75.6,57.2,42.7,58.0,1419.0,TWD/kg,kg
2019-02-11,grape,葡萄-進口,S9,104,台北二,50.0,50.0,50.0,50.0,136.0,TWD/kg,kg
2019-02-12,grape,葡萄-巨峰,S1,104,台北二,72.9,56.8,46.4,58.0,2080.0,TWD/kg,kg
2019-02-12,grape,葡萄-無子進口,S49,104,台北二,64.7,58.3,45.0,57.0,2504.0,TWD/kg,kg
2019-02-12,grape,葡萄-進口,S9,104,台北二,73.4,49.8,25.0,49.5,686.0,TWD/kg,kg
2019-02-14,grape,葡萄-巨峰,S1,104,台北二,65.8,50.4,35.8,50.6,1759.0,TWD/kg,kg
2019-02-14,grape,葡萄-無子進口,S49,104,台北二,77.5,70.4,43.1,66.3,3304.0,TWD/kg,kg
2019-02-14,grape,葡萄-進口,S9,104,台北二,67.5,65.5,58.3,64.5,1130.0,TWD/kg,kg
2019-02-15,grape,葡萄-巨峰,S1,104,台北二,73.7,56.4,37.3,56.0,1370.0,TWD/kg,kg
2019-02-15,grape,葡萄-無子進口,S49,104,台北二,50.0,50.0,38.6,47.7,1760.0,TWD/kg,kg
2019-02-15,grape,葡萄-進口,S9,104,台北二,71.7,62.3,58.3,63.4,892.0,TWD/kg,kg
2019-02-16,grape,葡萄-巨峰,S1,104,台北二,78.8,58.0,48.0,60.1,1670.0,TWD/kg,kg
2019-02-16,grape,葡萄-無子進口,S49,104,台北二,83.3,75.8,75.0,77.2,1232.0,TWD/kg,kg
2019-02-16,grape,葡萄-進口,S9,104,台北二,44.4,44.4,44.4,44.4,36.0,TWD/kg,kg
2019-02-17,grape,葡萄-巨峰,S1,104,台北二,67.9,56.1,43.7,56.0,2451.0,TWD/kg,kg
2019-02-17,grape,葡萄-無子進口,S49,104,台北二,58.3,54.2,50.0,54.2,480.0,TWD/kg,kg
2019-02-17,grape,葡萄-進口,S9,104,台北二,50.0,50.0,50.0,50.0,20.0,TWD/kg,kg
2019-02-18,grape,葡萄-巨峰,S1,104,台北二,73.1,55.3,46.0,57.0,2082.0,TWD/kg,kg
2019-02-18,grape,葡萄-無子進口,S49,104,台北二,75.0,75.0,75.0,75.0,912.0,TWD/kg,kg
2019-02-18,grape,葡萄-進口,S9,104,台北二,61.9,37.7,23.8,39.8,6458.0,TWD/kg,kg
2019-02-19,grape,葡萄-巨峰,S1,104,台北二,72.7,55.6,47.5,57.4,1874.0,TWD/kg,kg
2019-02-19,grape,葡萄-無子進口,S49,104,台北二,45.0,31.6,25.0,33.0,4016.0,TWD/kg,kg
2019-02-19,grape,葡萄-進口,S9,104,台北二,41.6,33.8,29.6,34.5,489.0,TWD/kg,kg
2019-02-22,grape,葡萄-巨峰,S1,104,台北二,70.8,61.5,50.3,61.1,868.0,TWD/kg,kg
2019-02-22,grape,葡萄-無子進口,S49,104,台北二,36.9,25.0,25.0,27.4,4124.0,TWD/kg,kg
2019-02-22,grape,葡萄-進口,S9,104,台北二,58.3,51.5,41.6,50.9,2984.0,TWD/kg,kg
2019-02-23,grape,葡萄-巨峰,S1,104,台北二,75.0,66.9,48.9,64.9,1291.0,TWD/kg,kg
2019-02-23,grape,葡萄-無子進口,S49,104,台北二,79.6,41.5,33.3,47.5,1342.0,TWD/kg,kg
2019-02-23,grape,葡萄-進口,S9,104,台北二,64.3,50.0,25.0,47.9,5019.0,TWD/kg,kg
2019-02-24,grape,葡萄-巨峰,S1,104,台北二,68.3,56.7,49.1,57.5,1822.0,TWD/kg,kg
2019-02-24,grape,葡萄-進口,S9,104,台北二,80.0,31.8,20.0,39.1,660.0,TWD/kg,kg
2019-02-26,grape,葡萄-巨峰,S1,104,台北二,111.0,65.4,50.3,71.5,2272.0,TWD/kg,kg
2019-02-26,grape,葡萄-無子進口,S49,104,台北二,75.0,75.0,75.0,75.0,672.0,TWD/kg,kg
2019-02-26,grape,葡萄-進口,S9,104,台北二,82.3,67.3,20.0,60.8,890.0,TWD/kg,kg
2019-02-27,grape,葡萄-巨峰,S1,104,台北二,131.8,70.5,52.2,79.1,1689.0,TWD/kg,kg
2019-02-27,grape,葡萄-無子進口,S49,104,台北二,53.3,51.4,40.0,49.5,350.0,TWD/kg,kg
2019-02-27,grape,葡萄-進口,S9,104,台北二,79.4,59.5,35.7,58.7,2352.0,TWD/kg,kg
2019-02-28,grape,葡萄-巨峰,S1,104,台北二,127.6,74.5,58.6,82.0,1916.0,TWD/kg,kg
2019-02-28,grape,葡萄-無子進口,S49,104,台北二,66.7,55.3,53.3,57.2,3137.0,TWD/kg,kg
2019-02-28,grape,葡萄-進口,S9,104,台北二,73.2,63.0,45.6,61.6,3783.0,TWD/kg,kg
2019-03-01,grape,葡萄-巨峰,S1,104,台北二,122.4,64.3,52.0,73.5,2789.0,TWD/kg,kg
2019-03-01,grape,葡萄-無子進口,S49,104,台北二,40.0,36.1,33.3,36.3,1393.0,TWD/kg,kg
2019-03-01,grape,葡萄-進口,S9,104,台北二,78.0,78.0,78.0,78.0,30.0,TWD/kg,kg
2019-03-02,grape,葡萄-巨峰,S1,104,台北二,118.9,68.2,52.8,75.2,1995.0,TWD/kg,kg
2019-03-02,grape,葡萄-無子進口,S49,104,台北二,93.3,43.8,40.0,53.0,925.0,TWD/kg,kg
2019-03-02,grape,葡萄-進口,S9,104,台北二,73.1,62.2,39.6,59.9,1271.0,TWD/kg,kg
2019-03-03,grape,葡萄-巨峰,S1,104,台北二,129.9,71.9,57.0,80.5,1706.0,TWD/kg,kg
2019-03-03,grape,葡萄-無子進口,S49,104,台北二,46.7,46.7,46.7,46.7,750.0,TWD/kg,kg
2019-03-03,grape,葡萄-進口,S9,104,台北二,65.0,58.6,31.0,54.4,548.0,TWD/kg,kg
2019-03-05,grape,葡萄-巨峰,S1,104,台北二,139.1,78.1,56.6,86.0,2231.0,TWD/kg,kg
2019-03-05,grape,葡萄-無子進口,S49,104,台北二,57.2,51.7,33.8,49.3,3320.0,TWD/kg,kg
2019-03-05,grape,葡萄-進口,S9,104,台北二,73.9,65.3,44.5,62.8,5486.0,TWD/kg,kg
2019-03-06,grape,葡萄-巨峰,S1,104,台北二,126.0,63.6,47.9,72.9,2914.0,TWD/kg,kg
2019-03-06,grape,葡萄-無子進口,S49,104,台北二,64.9,50.9,34.6,50.4,3974.0,TWD/kg,kg
2019-03-06,grape,葡萄-進口,S9,104,台北二,142.5,63.0,20.0,70.3,592.0,TWD/kg,kg
2019-03-07,grape,葡萄-巨峰,S1,104,台北二,134.2,69.5,49.9,78.5,2730.0,TWD/kg,kg
2019-03-07,grape,葡萄-無子進口,S49,104,台北二,100.7,73.7,58.3,76.1,5824.0,TWD/kg,kg
2019-03-07,grape,葡萄-進口,S9,104,台北二,302.0,115.1,70.0,143.5,120.0,TWD/kg,kg
2019-03-08,grape,葡萄-巨峰,S1,104,台北二,143.7,73.1,44.3,81.5,2267.0,TWD/kg,kg
2019-03-08,grape,葡萄-無子進口,S49,104,台北二,83.3,72.7,38.7,68.1,383.0,TWD/kg,kg
2019-03-08,grape,葡萄-進口,S9,104,台北二,93.3,60.6,42.1,63.4,872.0,TWD/kg,kg
2019-03-09,grape,葡萄-巨峰,S1,104,台北二,131.6,73.4,46.7,79.7,1580.0,TWD/kg,kg
2019-03-09,grape,葡萄-進口,S9,104,台北二,85.1,61.9,52.4,64.6,2262.0,TWD/kg,kg
2019-03-10,grape,葡萄-巨峰,S1,104,台北二,125.5,70.5,42.9,76.0,2077.0,TWD/kg,kg
2019-03-10,grape,葡萄-進口,S9,104,台北二,67.3,57.2,33.3,54.5,740.0,TWD/kg,kg
2019-03-12,grape,葡萄-巨峰,S1,104,台北二,154.6,78.4,55.8,89.1,1709.0,TWD/kg,kg
2019-03-12,grape,葡萄-無子進口,S49,104,台北二,95.4,69.0,48.8,70.3,2756.0,TWD/kg,kg
2019-03-12,grape,葡萄-進口,S9,104,台北二,70.5,56.4,35.3,55.0,2262.0,TWD/kg,kg
2019-03-13,grape,葡萄-巨峰,S1,104,台北二,159.9,79.6,50.6,89.9,1996.0,TWD/kg,kg
2019-03-13,grape,葡萄-無子進口,S49,104,台北二,66.7,60.6,50.0,59.7,430.0,TWD/kg,kg
2019-03-13,grape,葡萄-進口,S9,104,台北二,82.5,60.0,54.9,63.5,1459.0,TWD/kg,kg
2019-03-14,grape,葡萄-巨峰,S1,104,台北二,147.8,71.4,52.3,82.8,2609.0,TWD/kg,kg
2019-03-14,grape,葡萄-無子進口,S49,104,台北二,81.3,63.8,50.0,64.5,2044.0,TWD/kg,kg
2019-03-14,grape,葡萄-進口,S9,104,台北二,64.6,55.0,50.0,56.0,2291.0,TWD/kg,kg
2019-03-15,grape,葡萄-巨峰,S1,104,台北二,159.9,72.7,49.9,85.6,1860.0,TWD/kg,kg
2019-03-15,grape,葡萄-無子進口,S49,104,台北二,77.3,66.5,58.3,67.0,2980.0,TWD/kg,kg
2019-03-15,grape,葡萄-進口,S9,104,台北二,65.1,42.7,33.3,45.3,3886.0,TWD/kg,kg
2019-03-16,grape,葡萄-巨峰,S1,104,台北二,176.9,81.8,54.8,95.4,2099.0,TWD/kg,kg
2019-03-16,grape,葡萄-進口,S9,104,台北二,81.7,52.9,50.0,58.1,1390.0,TWD/kg,kg
2019-03-17,grape,葡萄-巨峰,S1,104,台北二,172.3,87.2,62.9,99.4,2172.0,TWD/kg,kg
2019-03-17,grape,葡萄-無子進口,S49,104,台北二,66.7,66.7,66.7,66.7,1440.0,TWD/kg,kg
2019-03-17,grape,葡萄-進口,S9,104,台北二,69.9,46.2,33.3,48.4,2718.0,TWD/kg,kg
2019-03-19,grape,葡萄-巨峰,S1,104,台北二,164.9,97.9,63.9,104.5,2503.0,TWD/kg,kg
2019-03-19,grape,葡萄-無子進口,S49,104,台北二,53.3,48.2,46.7,48.9,750.0,TWD/kg,kg
2019-03-19,grape,葡萄-進口,S9,104,台北二,82.2,50.2,41.7,54.9,1848.0,TWD/kg,kg
2019-03-20,grape,葡萄-巨峰,S1,104,台北二,155.8,93.0,61.1,99.2,2729.0,TWD/kg,kg
2019-03-20,grape,葡萄-無子進口,S49,104,台北二,69.8,66.0,53.3,64.2,3013.0,TWD/kg,kg
2019-03-20,grape,葡萄-進口,S9,104,台北二,87.2,43.3,41.7,51.8,3338.0,TWD/kg,kg
2019-03-21,grape,葡萄-巨峰,S1,104,台北二,152.7,90.5,48.3,94.5,2553.0,TWD/kg,kg
2019-03-21,grape,葡萄-無子進口,S49,104,台北二,91.1,66.2,50.6,68.1,2152.0,TWD/kg,kg
2019-03-21,grape,葡萄-進口,S9,104,台北二,84.1,59.2,50.0,62.4,4608.0,TWD/kg,kg
2019-03-22,grape,葡萄-巨峰,S1,104,台北二,142.0,83.2,36.7,85.7,3091.0,TWD/kg,kg
2019-03-22,grape,葡萄-無子進口,S49,104,台北二,233.3,56.1,33.3,87.0,1280.0,TWD/kg,kg
2019-03-22,grape,葡萄-進口,S9,104,台北二,100.4,43.0,41.7,54.2,1202.0,TWD/kg,kg
2019-03-23,grape,葡萄-巨峰,S1,104,台北二,169.5,104.2,60.9,108.6,1736.0,TWD/kg,kg
2019-03-23,grape,葡萄-無子進口,S49,104,台北二,230.5,82.5,58.3,107.3,1846.0,TWD/kg,kg
2019-03-23,grape,葡萄-進口,S9,104,台北二,159.1,46.2,41.7,67.9,494.0,TWD/kg,kg
2019-03-24,grape,葡萄-巨峰,S1,104,台北二,176.4,103.2,61.6,109.5,1381.0,TWD/kg,kg
2019-03-24,grape,葡萄-無子進口,S49,104,台北二,66.7,61.9,40.0,58.5,1108.0,TWD/kg,kg
2019-03-24,grape,葡萄-進口,S9,104,台北二,81.8,41.4,37.4,48.6,1923.0,TWD/kg,kg
2019-03-26,grape,葡萄-巨峰,S1,104,台北二,151.3,95.2,55.1,98.4,2930.0,TWD/kg,kg
2019-03-26,grape,葡萄-無子進口,S49,104,台北二,62.7,60.0,52.5,59.0,3036.0,TWD/kg,kg
2019-03-26,grape,葡萄-進口,S9,104,台北二,99.3,60.0,59.6,67.8,1680.0,TWD/kg,kg
2019-03-27,grape,葡萄-巨峰,S1,104,台北二,150.0,87.8,56.4,94.0,2379.0,TWD/kg,kg
2019-03-27,grape,葡萄-無子進口,S49,104,台北二,91.7,56.2,50.0,62.0,4392.0,TWD/kg,kg
2019-03-27,grape,葡萄-進口,S9,104,台北二,121.5,58.6,50.0,69.5,1890.0,TWD/kg,kg
2019-03-28,grape,葡萄-巨峰,S1,104,台北二,150.6,91.9,58.0,96.8,2120.0,TWD/kg,kg
2019-03-28,grape,葡萄-無子進口,S49,104,台北二,87.0,76.3,67.2,76.6,2592.0,TWD/kg,kg
2019-03-28,grape,葡萄-進口,S9,104,台北二,119.6,62.9,50.0,71.7,2236.0,TWD/kg,kg
2019-03-29,grape,葡萄-巨峰,S1,104,台北二,164.8,98.3,65.8,105.1,2025.0,TWD/kg,kg
2019-03-29,grape,葡萄-無子進口,S49,104,台北二,75.0,65.1,53.3,64.7,1852.0,TWD/kg,kg
2019-03-29,grape,葡萄-進口,S9,104,台北二,84.1,66.8,39.2,64.7,2930.0,TWD/kg,kg
2019-03-30,grape,葡萄-巨峰,S1,104,台北二,164.6,98.0,67.3,105.1,2105.0,TWD/kg,kg
2019-03-30,grape,葡萄-無子進口,S49,104,台北二,100.0,76.4,66.7,79.2,5040.0,TWD/kg,kg
2019-03-30,grape,葡萄-進口,S9,104,台北二,90.1,41.7,41.7,51.4,1072.0,TWD/kg,kg
2019-03-31,grape,葡萄-巨峰,S1,104,台北二,177.2,99.5,64.5,108.0,1775.0,TWD/kg,kg
2019-03-31,grape,葡萄-無子進口,S49,104,台北二,76.9,54.0,40.0,55.8,4070.0,TWD/kg,kg
2019-03-31,grape,葡萄-進口,S9,104,台北二,79.1,58.3,55.0,61.8,641.0,TWD/kg,kg
2019-04-02,grape,葡萄-巨峰,S1,104,台北二,176.9,104.6,65.7,111.3,1980.0,TWD/kg,kg
2019-04-02,grape,葡萄-無子進口,S49,104,台北二,82.2,57.0,50.0,60.6,1936.0,TWD/kg,kg
2019-04-02,grape,葡萄-進口,S9,104,台北二,82.8,52.6,42.6,56.6,2736.0,TWD/kg,kg
2019-04-03,grape,葡萄-巨峰,S1,104,台北二,177.2,102.4,66.4,110.1,2180.0,TWD/kg,kg
2019-04-03,grape,葡萄-無子進口,S49,104,台北二,87.9,66.1,56.6,68.6,1908.0,TWD/kg,kg
2019-04-03,grape,葡萄-進口,S9,104,台北二,60.5,48.2,41.7,49.3,3420.0,TWD/kg,kg
2019-04-04,grape,葡萄-巨峰,S1,104,台北二,170.9,111.9,80.0,117.3,2011.0,TWD/kg,kg
2019-04-04,grape,葡萄-無子進口,S49,104,台北二,100.0,87.8,58.3,84.4,2048.0,TWD/kg,kg
2019-04-04,grape,葡萄-進口,S9,104,台北二,73.4,58.3,44.0,58.5,3524.0,TWD/kg,kg
2019-04-07,grape,葡萄-巨峰,S1,104,台北二,210.7,122.8,85.0,132.8,1690.0,TWD/kg,kg
2019-04-07,grape,葡萄-無子進口,S49,104,台北二,66.7,64.1,60.0,63.8,1985.0,TWD/kg,kg
2019-04-07,grape,葡萄-進口,S9,104,台北二,82.9,60.7,44.7,61.9,1276.0,TWD/kg,kg
2019-04-09,grape,葡萄-巨峰,S1,104,台北二,208.7,118.4,71.1,127.0,1995.0,TWD/kg,kg
2019-04-09,grape,葡萄-無子進口,S49,104,台北二,91.7,80.9,75.0,81.9,776.0,TWD/kg,kg
2019-04-09,grape,葡萄-進口,S9,104,台北二,60.9,58.3,43.8,56.0,4634.0,TWD/kg,kg
2019-04-10,grape,葡萄-巨峰,S1,104,台北二,185.8,107.6,72.0,116.1,1895.0,TWD/kg,kg
2019-04-10,grape,葡萄-無子進口,S49,104,台北二,91.7,78.3,66.7,78.6,2035.0,TWD/kg,kg
2019-04-10,grape,葡萄-進口,S9,104,台北二,58.3,56.8,50.0,55.8,2960.0,TWD/kg,kg
2019-04-11,grape,葡萄-巨峰,S1,104,台北二,182.7,116.3,84.3,123.2,1680.0,TWD/kg,kg
2019-04-11,grape,葡萄-無子進口,S49,104,台北二,83.3,77.7,66.7,76.6,1128.0,TWD/kg,kg
2019-04-11,grape,葡萄-進口,S9,104,台北二,84.0,65.6,58.3,67.8,2268.0,TWD/kg,kg
2019-04-12,grape,葡萄-巨峰,S1,104,台北二,188.1,107.1,64.9,114.8,1597.0,TWD/kg,kg
